%ADC1	ADC2	ADC3	ADC4	ref	rigger	PM1_C	PM2_C	PM3_C	PM1_F	PM2_F	PM3_F
177	5	3	11	0	176	135	133	135	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
182	5	2	8	0	176	134	136	141	0	0	0	
