0	0	0
0	9	14
0	18	28
0	28	42
0	37	55
0	46	69
0	55	83
9	55	69
17	55	55
26	55	42
34	55	28
43	55	14
51	55	0
51	46	14
51	37	28
51	28	42
51	18	55
51	9	69
51	0	83
43	0	69
34	0	55
26	0	42
17	0	28
9	0	14
0	0	0
0	0	0
0	9	14
0	18	28
0	28	42
0	37	55
0	46	69
0	55	83
9	55	69
17	55	55
26	55	42
34	55	28
43	55	14
51	55	0
51	46	14
51	37	28
51	28	42
51	18	55
51	9	69
51	0	83
255	255	255
