0	0	0
0	5	7
0	10	14
0	15	22
0	20	29
0	26	36
0	31	43
0	36	50
0	41	58
0	46	65
0	51	72
5	51	65
9	51	58
14	51	50
18	51	43
23	51	36
28	51	29
32	51	22
37	51	14
41	51	7
46	51	0
46	46	7
46	41	14
46	36	22
46	31	29
46	26	36
46	20	43
46	15	50
46	10	58
46	5	65
46	0	72
41	5	65
37	10	58
255	255	255
