0	0	0
0	6	8
0	11	17
0	17	25
0	22	33
0	28	42
0	33	50
0	39	58
0	44	66
0	50	75
0	55	83
5	55	75
10	55	66
15	55	58
20	55	50
26	55	42
31	55	33
36	55	25
41	55	17
46	55	8
51	55	0
51	50	8
51	44	17
51	39	25
51	33	33
51	28	42
51	22	50
51	17	58
51	11	66
51	6	75
51	0	83
46	6	75
41	11	66
255	255	255
